date,store_id,product_id,product_name,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday/promotion,competitor_pricing,seasonality
2025-08-29,1,P008,Surf Excel 1kg,Cleaning,South,207,43,54,47,220,5,Cloudy,0,228.09,Medium
2025-08-29,1,P009,Amul Butter 500g,Dairy,South,130,73,75,71,275,0,Cloudy,1,273.12,Medium
2025-08-29,1,P010,Red Label Tea 500g,Beverages,South,68,55,71,57,255,0,Rainy,0,268.44,Medium
2025-08-30,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,205,39,49,41,58,0,Cloudy,1,63.57,Medium
2025-08-30,1,P002,Britannia Good Day 600g,Snacks,South,163,86,90,86,120,0,Stormy,1,131.17,Medium
2025-08-30,1,P003,Aashirvaad Atta 5kg,Staples,South,114,36,55,32,248,10,Stormy,0,250.11,Medium
2025-08-30,1,P004,Maggi 2-Minute Noodles,Snacks,South,147,97,108,99,48,0,Sunny,0,50.27,Medium
2025-08-30,1,P005,Tata Salt 1kg,Staples,South,164,111,111,114,22,0,Stormy,0,20.27,Medium
2025-08-30,1,P006,Coca-Cola 600ml,Beverages,South,113,27,30,29,40,5,Stormy,0,37.82,Medium
2025-08-30,1,P007,Parle-G 800g,Snacks,South,221,108,111,108,65,0,Cloudy,0,64.59,Medium
2025-08-30,1,P008,Surf Excel 1kg,Cleaning,South,239,111,113,113,220,5,Rainy,1,205.09,Medium
2025-08-30,1,P009,Amul Butter 500g,Dairy,South,113,41,60,41,275,10,Sunny,0,275.61,Medium
2025-08-30,1,P010,Red Label Tea 500g,Beverages,South,273,27,35,26,255,15,Sunny,1,270.93,Medium
2025-08-31,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,150,41,43,44,58,0,Cloudy,1,52.91,Medium
2025-08-31,1,P002,Britannia Good Day 600g,Snacks,South,223,98,107,97,120,10,Sunny,1,125.97,Medium
2025-08-31,1,P003,Aashirvaad Atta 5kg,Staples,South,285,76,93,71,248,10,Rainy,1,247.69,Medium
2025-08-31,1,P004,Maggi 2-Minute Noodles,Snacks,South,185,52,65,51,48,15,Stormy,0,50.62,Medium
2025-08-31,1,P005,Tata Salt 1kg,Staples,South,71,25,32,26,22,5,Cloudy,0,22.22,Medium
2025-08-31,1,P006,Coca-Cola 600ml,Beverages,South,183,68,79,70,40,0,Stormy,0,41.83,Medium
2025-08-31,1,P007,Parle-G 800g,Snacks,South,237,95,108,92,65,0,Stormy,0,66.85,Medium
2025-08-31,1,P008,Surf Excel 1kg,Cleaning,South,239,95,114,94,220,0,Sunny,1,204.06,Medium
2025-08-31,1,P009,Amul Butter 500g,Dairy,South,74,55,62,58,275,5,Stormy,0,257.57,Medium
2025-08-31,1,P010,Red Label Tea 500g,Beverages,South,161,76,92,71,255,0,Stormy,0,259.94,Medium
2025-09-01,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,289,15,25,15,58,15,Rainy,0,53.04,Low
2025-09-01,1,P002,Britannia Good Day 600g,Snacks,South,158,66,66,64,120,0,Sunny,1,131.81,Low
2025-09-01,1,P003,Aashirvaad Atta 5kg,Staples,South,121,84,96,80,248,20,Stormy,1,254.59,Low
2025-09-01,1,P004,Maggi 2-Minute Noodles,Snacks,South,124,31,46,31,48,5,Rainy,1,51.98,Low
2025-09-01,1,P005,Tata Salt 1kg,Staples,South,130,56,69,60,22,0,Sunny,1,22.52,Low
2025-09-01,1,P006,Coca-Cola 600ml,Beverages,South,194,64,64,68,40,5,Sunny,0,42.37,Low
2025-09-01,1,P007,Parle-G 800g,Snacks,South,216,42,55,45,65,10,Sunny,1,69.89,Low
2025-09-01,1,P008,Surf Excel 1kg,Cleaning,South,229,35,46,37,220,20,Cloudy,1,231.63,Low
2025-09-01,1,P009,Amul Butter 500g,Dairy,South,131,51,51,48,275,0,Stormy,1,295.91,Low
2025-09-01,1,P010,Red Label Tea 500g,Beverages,South,186,30,37,30,255,0,Cloudy,0,251.69,Low
2025-09-02,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,275,26,29,28,58,15,Sunny,0,53.35,Low
2025-09-02,1,P002,Britannia Good Day 600g,Snacks,South,275,70,75,70,120,0,Stormy,1,129.41,Low
2025-09-02,1,P003,Aashirvaad Atta 5kg,Staples,South,163,62,79,64,248,0,Cloudy,0,264.4,Low
2025-09-02,1,P004,Maggi 2-Minute Noodles,Snacks,South,94,38,41,36,48,10,Rainy,1,49.08,Low
2025-09-02,1,P005,Tata Salt 1kg,Staples,South,216,72,78,67,22,5,Rainy,0,23.71,Low
2025-09-02,1,P006,Coca-Cola 600ml,Beverages,South,299,82,90,79,40,10,Cloudy,1,41.43,Low
2025-09-02,1,P007,Parle-G 800g,Snacks,South,148,39,42,39,65,0,Cloudy,0,67.48,Low
2025-09-02,1,P008,Surf Excel 1kg,Cleaning,South,232,69,88,64,220,0,Stormy,0,221.62,Low
2025-09-02,1,P009,Amul Butter 500g,Dairy,South,60,37,46,38,275,15,Stormy,0,252.37,Low
2025-09-02,1,P010,Red Label Tea 500g,Beverages,South,168,73,85,77,255,15,Sunny,1,239.67,Low
2025-09-03,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,123,67,78,66,58,5,Rainy,1,53.05,Low
2025-09-03,1,P002,Britannia Good Day 600g,Snacks,South,293,63,72,62,120,5,Cloudy,0,118.08,Low
2025-09-03,1,P003,Aashirvaad Atta 5kg,Staples,South,79,54,70,57,248,10,Rainy,1,253.21,Low
2025-09-03,1,P004,Maggi 2-Minute Noodles,Snacks,South,52,43,47,43,48,10,Sunny,1,47.02,Low
2025-09-03,1,P005,Tata Salt 1kg,Staples,South,57,51,52,55,22,10,Sunny,0,20.61,Low
2025-09-03,1,P006,Coca-Cola 600ml,Beverages,South,58,56,60,53,40,0,Cloudy,1,39.53,Low
2025-09-03,1,P007,Parle-G 800g,Snacks,South,50,47,57,48,65,0,Stormy,1,59.97,Low
2025-09-03,1,P008,Surf Excel 1kg,Cleaning,South,129,20,23,21,220,15,Rainy,0,229.67,Low
2025-09-03,1,P009,Amul Butter 500g,Dairy,South,59,56,60,59,275,20,Sunny,0,247.74,Low
2025-09-03,1,P010,Red Label Tea 500g,Beverages,South,87,44,54,40,255,0,Sunny,0,239.84,Low
2025-09-04,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,195,28,47,31,58,5,Sunny,0,62.35,Low
2025-09-04,1,P002,Britannia Good Day 600g,Snacks,South,200,63,69,61,120,0,Rainy,0,129.34,Low
2025-09-04,1,P003,Aashirvaad Atta 5kg,Staples,South,145,28,31,23,248,0,Sunny,0,254.81,Low
2025-09-04,1,P004,Maggi 2-Minute Noodles,Snacks,South,111,23,35,20,48,20,Cloudy,0,50.62,Low
2025-09-04,1,P005,Tata Salt 1kg,Staples,South,252,54,69,53,22,0,Stormy,0,21.0,Low
2025-09-04,1,P006,Coca-Cola 600ml,Beverages,South,290,38,56,36,40,5,Stormy,0,36.46,Low
2025-09-04,1,P007,Parle-G 800g,Snacks,South,60,42,46,41,65,0,Cloudy,0,67.05,Low
2025-09-04,1,P008,Surf Excel 1kg,Cleaning,South,78,24,38,23,220,5,Sunny,0,237.61,Low
2025-09-04,1,P009,Amul Butter 500g,Dairy,South,176,39,39,37,275,20,Sunny,1,265.05,Low
2025-09-04,1,P010,Red Label Tea 500g,Beverages,South,151,44,44,45,255,15,Stormy,0,231.71,Low
2025-09-05,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,52,19,30,17,58,0,Sunny,1,57.82,Low
2025-09-05,1,P002,Britannia Good Day 600g,Snacks,South,56,63,81,58,120,5,Rainy,0,112.15,Low
2025-09-05,1,P003,Aashirvaad Atta 5kg,Staples,South,210,20,27,22,248,0,Stormy,0,233.62,Low
2025-09-05,1,P004,Maggi 2-Minute Noodles,Snacks,South,172,55,59,50,48,0,Stormy,0,48.73,Low
2025-09-05,1,P005,Tata Salt 1kg,Staples,South,247,43,53,45,22,5,Sunny,0,22.14,Low
2025-09-05,1,P006,Coca-Cola 600ml,Beverages,South,243,29,37,25,40,10,Stormy,0,39.17,Low
2025-09-05,1,P007,Parle-G 800g,Snacks,South,155,52,59,50,65,0,Sunny,0,66.55,Low
2025-09-05,1,P008,Surf Excel 1kg,Cleaning,South,174,34,53,30,220,15,Stormy,0,214.9,Low
2025-09-05,1,P009,Amul Butter 500g,Dairy,South,298,76,93,71,275,20,Stormy,1,255.47,Low
2025-09-05,1,P010,Red Label Tea 500g,Beverages,South,240,50,65,48,255,15,Cloudy,0,259.45,Low
2025-09-06,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,93,32,45,32,58,0,Sunny,0,62.81,Low
2025-09-06,1,P002,Britannia Good Day 600g,Snacks,South,272,30,34,32,120,0,Cloudy,0,115.44,Low
2025-09-06,1,P003,Aashirvaad Atta 5kg,Staples,South,73,61,65,65,248,0,Cloudy,1,271.79,Low
2025-09-06,1,P004,Maggi 2-Minute Noodles,Snacks,South,142,87,87,83,48,0,Rainy,0,46.72,Low
2025-09-06,1,P005,Tata Salt 1kg,Staples,South,114,75,84,70,22,0,Stormy,0,20.27,Low
2025-09-06,1,P006,Coca-Cola 600ml,Beverages,South,206,25,33,29,40,0,Stormy,0,36.11,Low
2025-09-06,1,P007,Parle-G 800g,Snacks,South,280,58,71,57,65,15,Cloudy,0,62.65,Low
2025-09-06,1,P008,Surf Excel 1kg,Cleaning,South,67,23,24,27,220,10,Stormy,0,200.31,Low
2025-09-06,1,P009,Amul Butter 500g,Dairy,South,169,91,96,88,275,15,Stormy,0,280.26,Low
2025-09-06,1,P010,Red Label Tea 500g,Beverages,South,73,60,72,64,255,0,Rainy,1,266.52,Low
2025-09-07,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,130,30,32,30,58,5,Rainy,1,52.39,Low
2025-09-07,1,P002,Britannia Good Day 600g,Snacks,South,208,96,107,94,120,10,Sunny,0,121.33,Low
2025-09-07,1,P003,Aashirvaad Atta 5kg,Staples,South,279,51,56,50,248,10,Sunny,0,232.11,Low
2025-09-07,1,P004,Maggi 2-Minute Noodles,Snacks,South,112,45,58,44,48,20,Cloudy,0,51.39,Low
2025-09-07,1,P005,Tata Salt 1kg,Staples,South,160,42,52,43,22,5,Sunny,1,21.49,Low
2025-09-07,1,P006,Coca-Cola 600ml,Beverages,South,243,57,64,59,40,0,Cloudy,0,37.03,Low
2025-09-07,1,P007,Parle-G 800g,Snacks,South,232,21,34,20,65,20,Rainy,0,70.19,Low
2025-09-07,1,P008,Surf Excel 1kg,Cleaning,South,220,66,67,67,220,0,Cloudy,0,238.24,Low
2025-09-07,1,P009,Amul Butter 500g,Dairy,South,109,64,72,61,275,0,Cloudy,1,260.22,Low
2025-09-07,1,P010,Red Label Tea 500g,Beverages,South,63,44,56,43,255,0,Stormy,0,245.99,Low
2025-09-08,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,150,57,63,53,58,0,Stormy,1,56.76,Low
2025-09-08,1,P002,Britannia Good Day 600g,Snacks,South,78,35,44,36,120,15,Rainy,0,121.91,Low
2025-09-08,1,P003,Aashirvaad Atta 5kg,Staples,South,106,45,53,46,248,5,Stormy,1,266.24,Low
2025-09-08,1,P004,Maggi 2-Minute Noodles,Snacks,South,118,44,58,46,48,10,Sunny,0,47.71,Low
2025-09-08,1,P005,Tata Salt 1kg,Staples,South,291,52,61,50,22,0,Rainy,0,21.36,Low
2025-09-08,1,P006,Coca-Cola 600ml,Beverages,South,213,34,46,32,40,5,Stormy,0,42.43,Low
2025-09-08,1,P007,Parle-G 800g,Snacks,South,169,84,100,87,65,20,Stormy,1,64.05,Low
2025-09-08,1,P008,Surf Excel 1kg,Cleaning,South,127,52,59,56,220,15,Rainy,0,241.85,Low
2025-09-08,1,P009,Amul Butter 500g,Dairy,South,213,53,58,51,275,15,Sunny,0,287.33,Low
2025-09-08,1,P010,Red Label Tea 500g,Beverages,South,252,46,56,48,255,20,Sunny,0,264.32,Low
2025-09-09,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,135,68,84,70,58,0,Stormy,0,57.44,Low
2025-09-09,1,P002,Britannia Good Day 600g,Snacks,South,186,35,38,32,120,0,Sunny,1,109.16,Low
2025-09-09,1,P003,Aashirvaad Atta 5kg,Staples,South,213,45,57,48,248,20,Stormy,0,240.84,Low
2025-09-09,1,P004,Maggi 2-Minute Noodles,Snacks,South,289,47,52,47,48,15,Rainy,0,44.77,Low
2025-09-09,1,P005,Tata Salt 1kg,Staples,South,198,44,58,45,22,20,Rainy,0,22.91,Low
2025-09-09,1,P006,Coca-Cola 600ml,Beverages,South,271,35,54,39,40,0,Sunny,0,42.43,Low
2025-09-09,1,P007,Parle-G 800g,Snacks,South,225,60,61,61,65,20,Sunny,0,61.67,Low
2025-09-09,1,P008,Surf Excel 1kg,Cleaning,South,143,68,71,63,220,10,Sunny,1,205.21,Low
2025-09-09,1,P009,Amul Butter 500g,Dairy,South,239,42,44,41,275,15,Sunny,1,279.98,Low
2025-09-09,1,P010,Red Label Tea 500g,Beverages,South,134,37,40,37,255,0,Stormy,1,253.31,Low
2025-09-10,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,278,39,53,39,58,0,Cloudy,1,52.96,Low
2025-09-10,1,P002,Britannia Good Day 600g,Snacks,South,191,27,39,31,120,0,Rainy,0,130.26,Low
2025-09-10,1,P003,Aashirvaad Atta 5kg,Staples,South,273,32,43,28,248,10,Stormy,1,252.16,Low
2025-09-10,1,P004,Maggi 2-Minute Noodles,Snacks,South,270,46,50,43,48,20,Stormy,1,50.94,Low
2025-09-10,1,P005,Tata Salt 1kg,Staples,South,160,37,56,38,22,20,Stormy,0,19.99,Low
2025-09-10,1,P006,Coca-Cola 600ml,Beverages,South,227,75,83,70,40,15,Cloudy,0,43.8,Low
2025-09-10,1,P007,Parle-G 800g,Snacks,South,135,55,60,58,65,15,Stormy,0,62.3,Low
2025-09-10,1,P008,Surf Excel 1kg,Cleaning,South,180,20,32,20,220,20,Stormy,0,235.7,Low
2025-09-10,1,P009,Amul Butter 500g,Dairy,South,104,73,89,76,275,0,Cloudy,0,282.18,Low
2025-09-10,1,P010,Red Label Tea 500g,Beverages,South,296,62,62,60,255,15,Sunny,0,263.41,Low
2025-09-11,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,166,53,57,51,58,10,Cloudy,0,57.12,Low
2025-09-11,1,P002,Britannia Good Day 600g,Snacks,South,201,27,39,24,120,5,Stormy,0,129.81,Low
2025-09-11,1,P003,Aashirvaad Atta 5kg,Staples,South,89,65,74,64,248,0,Sunny,0,232.8,Low
2025-09-11,1,P004,Maggi 2-Minute Noodles,Snacks,South,258,64,70,60,48,0,Rainy,0,51.52,Low
2025-09-11,1,P005,Tata Salt 1kg,Staples,South,136,58,74,55,22,10,Stormy,0,22.86,Low
2025-09-11,1,P006,Coca-Cola 600ml,Beverages,South,97,31,46,32,40,0,Rainy,0,38.93,Low
2025-09-11,1,P007,Parle-G 800g,Snacks,South,237,41,46,45,65,15,Rainy,0,71.46,Low
2025-09-11,1,P008,Surf Excel 1kg,Cleaning,South,217,40,43,40,220,20,Rainy,1,235.86,Low
2025-09-11,1,P009,Amul Butter 500g,Dairy,South,86,50,52,50,275,15,Sunny,1,280.35,Low
2025-09-11,1,P010,Red Label Tea 500g,Beverages,South,258,49,62,46,255,20,Rainy,0,234.11,Low
2025-09-12,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,201,46,56,48,58,20,Stormy,0,60.61,Low
2025-09-12,1,P002,Britannia Good Day 600g,Snacks,South,123,23,39,26,120,0,Cloudy,0,127.69,Low
2025-09-12,1,P003,Aashirvaad Atta 5kg,Staples,South,50,55,71,50,248,10,Sunny,0,241.56,Low
2025-09-12,1,P004,Maggi 2-Minute Noodles,Snacks,South,158,39,49,39,48,0,Cloudy,0,47.04,Low
2025-09-12,1,P005,Tata Salt 1kg,Staples,South,58,46,53,42,22,15,Rainy,0,19.85,Low
2025-09-12,1,P006,Coca-Cola 600ml,Beverages,South,239,30,49,34,40,15,Stormy,0,38.5,Low
2025-09-12,1,P007,Parle-G 800g,Snacks,South,143,54,73,57,65,0,Stormy,0,58.87,Low
2025-09-12,1,P008,Surf Excel 1kg,Cleaning,South,172,39,41,34,220,0,Cloudy,1,218.46,Low
2025-09-12,1,P009,Amul Butter 500g,Dairy,South,261,59,68,54,275,0,Sunny,0,255.68,Low
2025-09-12,1,P010,Red Label Tea 500g,Beverages,South,137,38,49,39,255,5,Sunny,0,275.5,Low
2025-09-13,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,170,26,39,24,58,20,Stormy,0,58.0,Low
2025-09-13,1,P002,Britannia Good Day 600g,Snacks,South,104,38,45,39,120,0,Stormy,0,130.72,Low
2025-09-13,1,P003,Aashirvaad Atta 5kg,Staples,South,123,94,100,91,248,0,Rainy,0,245.92,Low
2025-09-13,1,P004,Maggi 2-Minute Noodles,Snacks,South,85,56,56,55,48,0,Rainy,1,51.63,Low
2025-09-13,1,P005,Tata Salt 1kg,Staples,South,287,35,39,34,22,0,Cloudy,0,23.52,Low
2025-09-13,1,P006,Coca-Cola 600ml,Beverages,South,145,65,84,64,40,15,Stormy,0,38.75,Low
2025-09-13,1,P007,Parle-G 800g,Snacks,South,187,45,48,46,65,10,Stormy,0,62.7,Low
2025-09-13,1,P008,Surf Excel 1kg,Cleaning,South,249,62,65,58,220,0,Cloudy,0,238.98,Low
2025-09-13,1,P009,Amul Butter 500g,Dairy,South,118,79,94,82,275,10,Stormy,0,284.17,Low
2025-09-13,1,P010,Red Label Tea 500g,Beverages,South,53,84,100,80,255,0,Cloudy,0,247.03,Low
2025-09-14,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,236,71,76,66,58,5,Rainy,0,53.77,Low
2025-09-14,1,P002,Britannia Good Day 600g,Snacks,South,148,84,89,85,120,10,Sunny,0,123.47,Low
2025-09-14,1,P003,Aashirvaad Atta 5kg,Staples,South,153,21,21,24,248,0,Cloudy,0,237.46,Low
2025-09-14,1,P004,Maggi 2-Minute Noodles,Snacks,South,249,58,62,53,48,0,Cloudy,1,44.53,Low
2025-09-14,1,P005,Tata Salt 1kg,Staples,South,120,83,100,83,22,0,Sunny,0,20.1,Low
2025-09-14,1,P006,Coca-Cola 600ml,Beverages,South,86,89,95,84,40,20,Sunny,0,40.08,Low
2025-09-14,1,P007,Parle-G 800g,Snacks,South,207,77,89,81,65,15,Sunny,0,71.39,Low
2025-09-14,1,P008,Surf Excel 1kg,Cleaning,South,247,104,105,108,220,10,Stormy,0,208.92,Low
2025-09-14,1,P009,Amul Butter 500g,Dairy,South,184,80,97,80,275,15,Stormy,1,259.06,Low
2025-09-14,1,P010,Red Label Tea 500g,Beverages,South,265,77,86,78,255,15,Cloudy,0,247.72,Low
2025-09-15,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,244,32,32,34,58,0,Sunny,1,62.77,Low
2025-09-15,1,P002,Britannia Good Day 600g,Snacks,South,194,79,87,76,120,0,Sunny,1,124.78,Low
2025-09-15,1,P003,Aashirvaad Atta 5kg,Staples,South,299,28,44,31,248,5,Rainy,0,243.66,Low
2025-09-15,1,P004,Maggi 2-Minute Noodles,Snacks,South,108,73,90,74,48,20,Stormy,0,48.76,Low
2025-09-15,1,P005,Tata Salt 1kg,Staples,South,185,33,36,37,22,20,Sunny,1,19.81,Low
2025-09-15,1,P006,Coca-Cola 600ml,Beverages,South,190,38,42,42,40,10,Cloudy,1,43.02,Low
2025-09-15,1,P007,Parle-G 800g,Snacks,South,288,50,68,50,65,0,Rainy,0,69.4,Low
2025-09-15,1,P008,Surf Excel 1kg,Cleaning,South,164,52,67,50,220,0,Sunny,1,238.93,Low
2025-09-15,1,P009,Amul Butter 500g,Dairy,South,233,85,95,80,275,15,Sunny,0,252.55,Low
2025-09-15,1,P010,Red Label Tea 500g,Beverages,South,78,43,46,47,255,0,Stormy,0,264.35,Low
2025-09-16,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,123,51,62,47,58,0,Cloudy,0,52.5,Low
2025-09-16,1,P002,Britannia Good Day 600g,Snacks,South,139,52,71,49,120,0,Stormy,0,120.44,Low
2025-09-16,1,P003,Aashirvaad Atta 5kg,Staples,South,87,53,68,51,248,0,Sunny,0,255.56,Low
2025-09-16,1,P004,Maggi 2-Minute Noodles,Snacks,South,82,68,78,69,48,15,Stormy,0,48.81,Low
2025-09-16,1,P005,Tata Salt 1kg,Staples,South,132,20,34,22,22,0,Rainy,1,21.49,Low
2025-09-16,1,P006,Coca-Cola 600ml,Beverages,South,296,49,53,53,40,0,Sunny,0,39.51,Low
2025-09-16,1,P007,Parle-G 800g,Snacks,South,168,44,53,48,65,0,Sunny,0,66.73,Low
2025-09-16,1,P008,Surf Excel 1kg,Cleaning,South,154,27,30,28,220,10,Rainy,0,223.69,Low
2025-09-16,1,P009,Amul Butter 500g,Dairy,South,264,33,36,35,275,0,Cloudy,0,262.5,Low
2025-09-16,1,P010,Red Label Tea 500g,Beverages,South,262,26,26,23,255,5,Cloudy,0,269.99,Low
2025-09-17,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,65,54,54,51,58,20,Cloudy,0,59.52,Low
2025-09-17,1,P002,Britannia Good Day 600g,Snacks,South,87,82,97,77,120,0,Cloudy,0,109.56,Low
2025-09-17,1,P003,Aashirvaad Atta 5kg,Staples,South,160,64,79,60,248,5,Stormy,0,227.33,Low
2025-09-17,1,P004,Maggi 2-Minute Noodles,Snacks,South,233,60,74,58,48,0,Rainy,0,43.83,Low
2025-09-17,1,P005,Tata Salt 1kg,Staples,South,145,33,49,35,22,0,Cloudy,0,19.88,Low
2025-09-17,1,P006,Coca-Cola 600ml,Beverages,South,208,50,67,51,40,15,Stormy,0,36.34,Low
2025-09-17,1,P007,Parle-G 800g,Snacks,South,70,24,24,20,65,0,Cloudy,0,60.29,Low
2025-09-17,1,P008,Surf Excel 1kg,Cleaning,South,224,40,44,42,220,0,Cloudy,1,208.93,Low
2025-09-17,1,P009,Amul Butter 500g,Dairy,South,169,30,32,32,275,5,Cloudy,0,251.95,Low
2025-09-17,1,P010,Red Label Tea 500g,Beverages,South,281,60,69,62,255,0,Sunny,0,266.35,Low
2025-09-18,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,206,68,86,68,58,20,Cloudy,0,58.83,Low
2025-09-18,1,P002,Britannia Good Day 600g,Snacks,South,116,64,81,59,120,0,Sunny,0,125.69,Low
2025-09-18,1,P003,Aashirvaad Atta 5kg,Staples,South,292,66,78,66,248,10,Stormy,0,229.52,Low
2025-09-18,1,P004,Maggi 2-Minute Noodles,Snacks,South,214,56,67,52,48,0,Sunny,0,46.07,Low
2025-09-18,1,P005,Tata Salt 1kg,Staples,South,98,24,31,20,22,5,Rainy,1,22.98,Low
2025-09-18,1,P006,Coca-Cola 600ml,Beverages,South,210,72,88,74,40,0,Sunny,1,36.25,Low
2025-09-18,1,P007,Parle-G 800g,Snacks,South,277,74,80,75,65,5,Cloudy,0,64.23,Low
2025-09-18,1,P008,Surf Excel 1kg,Cleaning,South,200,73,79,69,220,0,Stormy,1,216.42,Low
2025-09-18,1,P009,Amul Butter 500g,Dairy,South,104,55,59,55,275,5,Stormy,1,250.62,Low
2025-09-18,1,P010,Red Label Tea 500g,Beverages,South,61,31,44,26,255,15,Rainy,1,247.91,Low
2025-09-19,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,159,71,76,68,58,5,Cloudy,0,57.8,Low
2025-09-19,1,P002,Britannia Good Day 600g,Snacks,South,125,52,68,51,120,20,Rainy,0,117.17,Low
2025-09-19,1,P003,Aashirvaad Atta 5kg,Staples,South,273,58,68,53,248,0,Stormy,0,225.05,Low
2025-09-19,1,P004,Maggi 2-Minute Noodles,Snacks,South,239,63,70,67,48,10,Sunny,0,52.56,Low
2025-09-19,1,P005,Tata Salt 1kg,Staples,South,244,45,54,47,22,0,Stormy,0,24.06,Low
2025-09-19,1,P006,Coca-Cola 600ml,Beverages,South,228,49,67,48,40,20,Rainy,1,38.16,Low
2025-09-19,1,P007,Parle-G 800g,Snacks,South,197,31,40,35,65,15,Sunny,1,65.42,Low
2025-09-19,1,P008,Surf Excel 1kg,Cleaning,South,140,23,31,20,220,0,Sunny,1,226.07,Low
2025-09-19,1,P009,Amul Butter 500g,Dairy,South,113,32,36,28,275,10,Sunny,0,265.46,Low
2025-09-19,1,P010,Red Label Tea 500g,Beverages,South,142,43,55,44,255,0,Rainy,0,256.6,Low
2025-09-20,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,298,94,106,94,58,0,Rainy,0,53.07,Low
2025-09-20,1,P002,Britannia Good Day 600g,Snacks,South,203,50,52,54,120,5,Rainy,0,114.27,Low
2025-09-20,1,P003,Aashirvaad Atta 5kg,Staples,South,255,45,55,41,248,5,Rainy,0,248.78,Low
2025-09-20,1,P004,Maggi 2-Minute Noodles,Snacks,South,94,88,107,83,48,20,Rainy,1,49.36,Low
2025-09-20,1,P005,Tata Salt 1kg,Staples,South,275,82,92,84,22,10,Sunny,0,21.08,Low
2025-09-20,1,P006,Coca-Cola 600ml,Beverages,South,157,62,66,61,40,20,Cloudy,0,40.92,Low
2025-09-20,1,P007,Parle-G 800g,Snacks,South,78,53,62,50,65,10,Sunny,1,69.19,Low
2025-09-20,1,P008,Surf Excel 1kg,Cleaning,South,264,32,48,27,220,0,Rainy,1,226.71,Low
2025-09-20,1,P009,Amul Butter 500g,Dairy,South,241,34,40,34,275,5,Cloudy,0,287.29,Low
2025-09-20,1,P010,Red Label Tea 500g,Beverages,South,230,30,33,32,255,15,Stormy,1,260.72,Low
2025-09-21,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,140,25,37,25,58,0,Rainy,0,58.84,Low
2025-09-21,1,P002,Britannia Good Day 600g,Snacks,South,177,26,31,28,120,0,Rainy,0,131.44,Low
2025-09-21,1,P003,Aashirvaad Atta 5kg,Staples,South,289,35,47,30,248,10,Rainy,0,256.73,Low
2025-09-21,1,P004,Maggi 2-Minute Noodles,Snacks,South,219,40,52,41,48,0,Cloudy,0,50.85,Low
2025-09-21,1,P005,Tata Salt 1kg,Staples,South,232,46,49,41,22,20,Cloudy,0,20.43,Low
2025-09-21,1,P006,Coca-Cola 600ml,Beverages,South,89,57,64,56,40,20,Cloudy,0,38.69,Low
2025-09-21,1,P007,Parle-G 800g,Snacks,South,198,41,49,39,65,0,Sunny,1,68.87,Low
2025-09-21,1,P008,Surf Excel 1kg,Cleaning,South,77,48,60,51,220,15,Rainy,1,223.5,Low
2025-09-21,1,P009,Amul Butter 500g,Dairy,South,206,101,103,102,275,15,Sunny,0,280.51,Low
2025-09-21,1,P010,Red Label Tea 500g,Beverages,South,140,51,69,47,255,0,Rainy,1,238.36,Low
2025-09-22,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,270,26,30,24,58,15,Sunny,1,57.83,Low
2025-09-22,1,P002,Britannia Good Day 600g,Snacks,South,142,43,51,47,120,0,Cloudy,0,109.6,Low
2025-09-22,1,P003,Aashirvaad Atta 5kg,Staples,South,145,45,46,45,248,20,Rainy,0,246.72,Low
2025-09-22,1,P004,Maggi 2-Minute Noodles,Snacks,South,294,46,48,42,48,15,Sunny,0,44.62,Low
2025-09-22,1,P005,Tata Salt 1kg,Staples,South,288,12,16,9,22,0,Rainy,0,22.62,Low
2025-09-22,1,P006,Coca-Cola 600ml,Beverages,South,298,43,50,41,40,5,Sunny,0,39.25,Low
2025-09-22,1,P007,Parle-G 800g,Snacks,South,283,20,28,21,65,0,Cloudy,1,59.86,Low
2025-09-22,1,P008,Surf Excel 1kg,Cleaning,South,225,36,41,38,220,0,Rainy,0,223.58,Low
2025-09-22,1,P009,Amul Butter 500g,Dairy,South,182,31,50,29,275,10,Rainy,0,293.25,Low
